ab_speed,difference_flex,difference_lateral,total_power
0.0032,0.374183,0.054252,0.63331487
0.00022,0.374169,0.054266,0.63170576
0.00125,0.374228,0.054256,0.62932636
6E-05,0.374051,0.054349,0.61290616
0.00123,0.373394,0.054671,0.61267775
0.00018,0.37296,0.054891,0.61152105
0.00049,0.372502,0.055118,0.60530111
0.00049,0.372033,0.055343,0.59287767
0.00078,0.371455,0.055619,0.5871107
0.0005,0.371017,0.055827,0.57965863
0.0005,0.370579,0.056034,0.5648003
0.00083,0.370001,0.0563,0.55648732
0.00038,0.369539,0.056516,0.53273528
0.00059,0.36905,0.056734,0.50950654
0.00057,0.368572,0.056951,0.49730027
0.00057,0.368083,0.057164,0.49238127
0.00036,0.367621,0.05737,0.49056631
0.0004,0.367531,0.057415,0.48640962
0.00062,0.367531,0.057418,0.47379649
0.00069,0.367571,0.057409,0.46852495
0,0.367556,0.057417,0.45994518
0.00021,0.36745,0.057461,0.458488
0.00105,0.366921,0.05768,0.45751261
0.00066,0.366215,0.05798,0.4568286
0.00025,0.365838,0.058134,0.45646171
0.00024,0.365471,0.058288,0.45637048
0.00097,0.364784,0.058563,0.456555
0.00042,0.364326,0.058742,0.45699379
0.0004,0.363879,0.058919,0.45741625
0.0004,0.36342,0.059094,0.45743648
0.0004,0.362971,0.059266,0.45745522
0.0004,0.362522,0.059435,0.45752635
0.00039,0.362062,0.059604,0.45733207
0.00023,0.361624,0.059765,0.447381
0.00048,0.361155,0.059932,0.44274721
1E-04,0.360632,0.06012,0.43027478
0.00071,0.360637,0.060121,0.42226567
0.00061,0.360675,0.060111,0.41352269
0.00059,0.360713,0.060102,0.38947023
0.00069,0.360713,0.060104,0.38924545
0.00024,0.360469,0.06019,0.38813291
0.0013,0.359791,0.060418,0.38289006
0.00143,0.359102,0.060645,0.37320187
0.0008,0.358714,0.060774,0.36769157
0.00072,0.358331,0.060901,0.36386844
0.00086,0.357726,0.061101,0.36085287
2E-05,0.357336,0.061237,0.35861554
0.00021,0.356959,0.061369,0.35553712
0.0002,0.35655,0.061509,0.35379644
0.00023,0.356148,0.061649,0.3535345
0.00021,0.355744,0.061789,0.35348842
0.00036,0.355339,0.061931,0.3538437
0.00059,0.354843,0.062108,0.3538626
0.00021,0.354418,0.062262,0.35388338
0.0003,0.353987,0.062417,0.35401319
0.00038,0.353873,0.062452,0.35839697
0.00056,0.353838,0.062457,0.36019593
0.00058,0.353838,0.062444,0.361968
0.00061,0.353857,0.062422,0.36373688
0.00082,0.353893,0.062386,0.36535108
0.00082,0.353917,0.062345,0.36684023
0.00078,0.353929,0.062305,0.36810494
0.0006,0.35387,0.062291,0.36942637
0.00077,0.353521,0.062427,0.37009925
0.00098,0.353081,0.062601,0.37062237
0.00135,0.352492,0.062846,0.37098081
0.00177,0.351703,0.063176,0.37102444
0.0022,0.35067,0.063608,0.37102885
0.00027,0.350285,0.063734,0.3734315
8E-05,0.349905,0.063839,0.38554133
0.00042,0.348942,0.064013,0.42177285
0.00027,0.348548,0.064056,0.43854207
0.00014,0.348129,0.064138,0.45512135
0.00029,0.347921,0.064138,0.52944807
0.0008,0.347834,0.064065,0.54247199
0.00065,0.347798,0.064002,0.55472642
0.00075,0.347813,0.063922,0.56108775
0.00074,0.347828,0.063844,0.56137742
0.00077,0.347764,0.063778,0.56166434
0.00042,0.347268,0.063892,0.56305852
0.00077,0.346754,0.064036,0.56911228
0.00145,0.345997,0.064265,0.58049367
0.00076,0.345598,0.064381,0.58158331
0.00075,0.345199,0.064495,0.57359798
0.00114,0.344535,0.064666,0.56681654
0.00022,0.344125,0.064725,0.55865272
0.00039,0.343737,0.064732,0.53871351
0.00014,0.343231,0.064797,0.52736957
0.00012,0.3429,0.064826,0.51829444
3E-05,0.342565,0.064863,0.51780258
0.00025,0.34207,0.064937,0.50302623
1E-05,0.341715,0.064979,0.48687419
0.00027,0.341521,0.064988,0.47785156
0.00055,0.341496,0.064961,0.4695772
0.00053,0.341471,0.064937,0.45987851
0.00016,0.341226,0.064963,0.45257608
0.00018,0.340741,0.065038,0.44571378
0.00046,0.340066,0.065152,0.43935057
6E-05,0.33966,0.065212,0.43329295
6E-05,0.339244,0.065273,0.42760983
0.00018,0.338739,0.065355,0.42214573
0.00034,0.338295,0.065431,0.41916934
0.00053,0.33784,0.065517,0.41915513
0.00052,0.337395,0.065602,0.41882934
0.00035,0.336819,0.0657,0.41928527
0.00058,0.335917,0.065822,0.43099308
0.0002,0.335431,0.065905,0.43646571
6E-05,0.334942,0.065985,0.42815467
0.00064,0.334793,0.065991,0
0.00028,0.334725,0.065993,0
0.00035,0.334727,0.065983,0
0.00077,0.334743,0.065955,0
0.00046,0.334668,0.065954,0
0.00012,0.334097,0.066049,0
9E-05,0.333727,0.066105,0
9E-05,0.333366,0.06616,0
0.00022,0.332759,0.066266,0
6E-05,0.332312,0.066338,0
0.00016,0.331859,0.066418,0
0.00038,0.331392,0.066508,0
0.00041,0.330924,0.066601,0
0.00032,0.330525,0.066678,0
0.00021,0.330143,0.06675,0
0.00024,0.329682,0.06681,0
1E-05,0.329214,0.066885,0
7E-05,0.328856,0.066936,0
0.00021,0.328515,0.066977,0
4E-05,0.32804,0.067048,0
3E-05,0.327564,0.067117,0
0.0003,0.327428,0.067119,0.1225042
0.00038,0.327411,0.067096,0.378811
0.00038,0.327395,0.067074,0.62892418
0.00025,0.327227,0.06708,0.89752763
2E-05,0.326818,0.067139,0.98496001
5E-05,0.326308,0.067214,1.0960084
0.00017,0.325963,0.067252,1.21672582
0.00015,0.325609,0.067288,1.21724121
5E-05,0.325118,0.06736,1.21775513
0.00015,0.324688,0.067431,1.28250933
0.00024,0.324251,0.067513,1.32563755
0.00054,0.323373,0.067679,1.35912967
0.00018,0.322987,0.067747,1.34753876
8E-05,0.322628,0.067792,1.33659383
0.00021,0.322189,0.067835,1.33843136
0.0002,0.32175,0.067876,1.33858709
7E-05,0.32137,0.067922,1.33937477
7E-05,0.320979,0.067967,1.3435121
0.00014,0.320602,0.068003,1.3664897
0.00017,0.320303,0.068024,1.3950222
0.0002,0.320179,0.068018,1.41396743
0.00023,0.320144,0.067997,1.42998514
0.0003,0.320113,0.067965,1.44425883
0.00018,0.319859,0.067974,1.47510433
6E-05,0.319395,0.068021,1.51101683
4E-05,0.318787,0.068098,1.51442536
7E-05,0.318418,0.068129,1.51473037
1E-05,0.318045,0.068169,1.51653096
0.00021,0.317517,0.068258,1.52360493
0.00015,0.317078,0.068332,1.54652596
3E-05,0.316643,0.068384,1.55489153
0.0003,0.31623,0.068382,1.54048922
0.0002,0.31581,0.068391,1.52049553
7E-05,0.315387,0.068422,1.49462605
8E-05,0.314962,0.06845,1.46345177
0.00014,0.314538,0.068463,1.43930542
0.00011,0.314123,0.068478,1.43887263
0.00013,0.313707,0.068491,1.43843935
0.00017,0.31362,0.068452,1.43626542
0.00016,0.313591,0.068403,1.42520895
0.00014,0.313562,0.06836,1.37504989
0.0001,0.313422,0.068334,1.30738586
0,0.312941,0.068377,1.25331367
3E-05,0.312571,0.068427,1.21093208
4E-05,0.312201,0.06848,1.07445711
3E-05,0.311741,0.068545,1.0357153
0.00013,0.310917,0.06858,1.01503603
0.00015,0.310561,0.06854,1.01410092
5E-05,0.310098,0.068564,1.00944067
8E-05,0.309624,0.068576,0.81785354
0.00011,0.309283,0.068483,0.77063599
5E-05,0.308951,0.06849,0.73688342
5E-05,0.308478,0.068498,0.70359941
5E-05,0.308074,0.068462,0.67129791
4E-05,0.307673,0.06846,0.6620239
4E-05,0.307282,0.068457,0.66158999
1E-05,0.307202,0.068443,0.66115631
0,0.307172,0.068436,0.65899111
0,0.307142,0.068435,0.59533014
3E-05,0.306992,0.068449,0.53881455
7E-05,0.306522,0.068482,0.50090288
1E-05,0.306165,0.068429,0.47230988
0,0.305799,0.0684,0.41902875
0,0.305443,0.068381,0.39465328
1E-05,0.305079,0.068363,0.36798564
3E-05,0.304634,0.068353,0.36769714
2E-05,0.30433,0.068338,0.35886112
0,0.304016,0.068322,0.33454093
2E-05,0.303593,0.068318,0.31521174
5E-05,0.303223,0.06829,0.29653691
0,0.30285,0.06828,0.27808419
2E-05,0.302528,0.068264,0.26003631
4E-05,0.302213,0.068267,0.23767242
0.00012,0.301815,0.068293,0.22197079
0.00016,0.301416,0.068326,0.20657835
0.00012,0.301126,0.068351,0.18747513
1E-04,0.300828,0.068365,0.17582354
0.00015,0.300719,0.068316,0.17549156
0.00022,0.300711,0.068258,0.1751599
0.00023,0.300702,0.068199,0.13449137
0.00018,0.300623,0.068151,0.1250296
0.00013,0.299818,0.068091,0.22461004
0.00014,0.299441,0.068047,0.26280505
0.0002,0.299164,0.067993,0.30028873
0.00021,0.298877,0.067938,0.41837945
1E-04,0.298496,0.067901,0.44997675
4E-05,0.298102,0.067895,0.50135858
6E-05,0.297815,0.067894,0.54740702
0.00015,0.297525,0.067914,0.58432006
0.00024,0.297126,0.067943,0.62220752
1E-04,0.296779,0.06795,0.65516588
0.00021,0.296448,0.067889,0.68407518
0.00023,0.296105,0.067828,0.70635802
5E-05,0.295489,0.067789,0.74345144
0.0002,0.295179,0.067734,0.74969112
0.00011,0.294787,0.067693,0.75016376
0.00017,0.294472,0.067644,0.7525041
0.0003,0.294325,0.067579,0.78723994
0.00038,0.294266,0.067506,0.79524796
0.00038,0.294205,0.06743,0.80349481
0.00024,0.293962,0.067369,0.81036402
0.00016,0.293628,0.067378,0.82694056
0.00048,0.292967,0.067425,0.83236846
0.00024,0.292667,0.067447,0.83702995
0.0003,0.292286,0.067476,0.83722758
0.00027,0.291905,0.067498,0.83742653
5E-05,0.291576,0.067481,0.83843655
0.00038,0.291231,0.067376,0.84358202
0.0004,0.290884,0.067268,0.85125325
4E-05,0.290468,0.067219,0.85583758
0.0001,0.290123,0.067165,0.8603356
0.00032,0.289772,0.067065,0.86445896
0.00018,0.289437,0.066994,0.86951521
0.00019,0.289104,0.0669224,0.87246004
9E-05,0.288682,0.0668565,0.87958086
0.00019,0.288342,0.0667845,0.87959655
6E-05,0.287987,0.0667547,0.87966369
1E-05,0.287967,0.0667497,0.87974719
6E-05,0.287864,0.0667286,0.88110468
0.0003,0.287516,0.0666311,0.86312804
0.00033,0.287169,0.0665344,0.84825238
0.00014,0.286875,0.0664725,0.82968134
0.00017,0.286571,0.0664104,0.80262098
0.0002,0.286197,0.066329,0.78234857
9E-05,0.285834,0.0662661,0.78204936
0.00018,0.285521,0.0661976,0.78175068
0.00017,0.285209,0.0661283,0.78026377
1E-04,0.284838,0.0660623,0.77287828
1E-05,0.284187,0.0659723,0.71743301
0.00022,0.283898,0.0659666,0.65214325
0.00043,0.283508,0.0659783,0.63660844
0.0004,0.283168,0.0659941,0.61782102
0.00044,0.282828,0.0660123,0.60034113
0.00015,0.282708,0.0660166,0.5955765
6E-05,0.282688,0.066005,0.5936402
0.00039,0.282669,0.0659374,0.59363088
0.0009,0.282563,0.0657713,0.59342409
0.00062,0.282249,0.0656172,0.59350691
0.00015,0.281922,0.0655411,0.59415303
0.00014,0.281606,0.0654634,0.59419318
0.00014,0.28118,0.0653673,0.59358558
0.00017,0.280853,0.0652842,0.59553251
0.00016,0.280536,0.0651998,0.60187942
0.00018,0.280216,0.0651151,0.60918179
0,0.279776,0.0650361,0.61890035
0.00019,0.279455,0.0650056,0.63517081
0.00041,0.279135,0.0650083,0.65326232
0.00056,0.278745,0.0650217,0.65359349
0.0006,0.278365,0.0650375,0.65374673
0.00051,0.278025,0.0650512,0.65839996
0.00048,0.277694,0.0650558,0.67554605
0.00116,0.277636,0.0648655,0.73325116
0.00099,0.277513,0.0646917,0.77343776
4E-05,0.276931,0.0645794,0.78862694
0.00025,0.276671,0.0644913,0.66457501
0.00026,0.276421,0.064404,0.63838948
7E-05,0.275889,0.064303,0.63622044
1E-05,0.275478,0.0642168,0.63404053
9E-05,0.275129,0.0641298,0.62298244
9E-05,0.27477,0.0640441,0.56444201
0.00031,0.274426,0.0640109,0.46537716
0.00057,0.274095,0.0640115,0.36853361
0.00063,0.273765,0.0640188,0.3011602
0.00114,0.273103,0.0640128,0.2113464
0.00083,0.273065,0.0638981,0.15783542
0.00078,0.273039,0.0637968,0.13538426
0.0008,0.273034,0.0636958,0.11712669
0.00081,0.27303,0.063596,0.1166443
0.00079,0.273006,0.0634984,0.11544311
0.00087,0.272902,0.0633757,0.10944048
0.00023,0.27259,0.0632818,0.1046681
0.00022,0.272268,0.0631879,0.14033055
2E-05,0.271867,0.063097,0.15086719
0.00059,0.271457,0.063074,0.16049473
0.00039,0.271136,0.0630429,0.16879359
0.00068,0.270806,0.0630418,0.17593878
0.00088,0.270396,0.063046,0.1817413
0.00078,0.270056,0.0630521,0.18646008
0.0008,0.269716,0.0630571,0.18657879
0.00075,0.269366,0.0630585,0.18662865
0.00051,0.269056,0.0630414,0.18667838
0.00048,0.268976,0.0629717,0.18692532
0.00072,0.268957,0.062887,0.18814275
0.00113,0.268929,0.0627611,0.19322087
0.00134,0.268813,0.0625901,0.2093569
0.00032,0.268397,0.0624624,0.21358601
0.00018,0.268121,0.062381,0.21827406
0.00018,0.267835,0.0623001,0.22110714
2E-05,0.267469,0.0622222,0.22348352
0.0004,0.267205,0.0621255,0.22561027
0.00059,0.266936,0.0621295,0.22805408
0.00073,0.266606,0.0621356,0.22817268
0.0005,0.266336,0.0621327,0.22775234
0.00012,0.26607,0.0620904,0.22695648
0.00043,0.265797,0.0619975,0.22567452
0.00063,0.265536,0.0618824,0.22448151
3E-05,0.26526,0.0618303,0.22336969
3E-05,0.264995,0.0617783,0.22226101
0.00094,0.264895,0.0616702,0.22109282
0.00175,0.264797,0.0614787,0.2210409
0.00065,0.264776,0.0614129,0.22035722
0.00067,0.264786,0.0613465,0.21939994
0.00031,0.264781,0.0613164,0.21860236
8E-05,0.264744,0.0613027,0.21753744
0.00031,0.264575,0.0613042,0.2168575
0.00068,0.264236,0.0613138,0.21580291
0.00072,0.263791,0.0613097,0.21464039
0.00052,0.263158,0.0612635,0.21173136
0.00054,0.263016,0.0611889,0.21171266
0.00063,0.26283,0.0610968,0.2116181
7E-05,0.262385,0.0610211,0.211119
0.00067,0.26222,0.0609227,0.20845979
0.00037,0.262002,0.0608437,0.20449944
0.00017,0.261684,0.0607702,0.19871002
0.0004,0.261524,0.0606932,0.19541229
0.00038,0.261375,0.0606129,0.1923008
0.00055,0.260991,0.0606154,0.18839354
0.00037,0.260764,0.060623,0.18558107
0.00053,0.260485,0.0606434,0.18283223
0.00014,0.260397,0.0606447,0.18023341
0.00018,0.260383,0.0606193,0.17970555
0.00101,0.260393,0.0604754,0.17958006
0.00084,0.260315,0.0603336,0.17896944
0.00039,0.259777,0.060276,0.17706241
0.00033,0.2596,0.0601829,0.17507942
0.00023,0.259372,0.0600923,0.17293927
0.00045,0.259179,0.0599673,0.16315887
0.00024,0.258969,0.0598734,0.15936083
0.00024,0.258757,0.0597772,0.1586785
0.00031,0.258584,0.0596755,0.1586555
4E-05,0.258393,0.0596311,0.15863249
0.00028,0.258156,0.05962608,0.15851734
0.00039,0.257928,0.05963726,0.15794035
0.00033,0.257739,0.05965147,0.15546082
0.00036,0.257549,0.05967186,0.15209806
0.00084,0.257071,0.05971218,0.14101278
0,0.256898,0.05966847,0.13659686
0.00079,0.256739,0.05946909,0.13494874
0.00055,0.256506,0.05929894,0.13443274
0.00043,0.25628,0.05915256,0.13482333
0.00036,0.256121,0.05903905,0.13483379
0.00034,0.255953,0.05892741,0.13484432
0.00042,0.255836,0.05881316,0.13489793
0.00088,0.255806,0.05863466,0.1372357
0.00068,0.255813,0.05850547,0.13797247
0.00016,0.255797,0.05847281,0.13886752
0.00004,0.25572,0.05846361,0.14043315
0.00051,0.255431,0.05849204,0.14190665
0.00033,0.255242,0.05851353,0.14345682
0.00034,0.255052,0.05853401,0.14513236
0.00037,0.254795,0.05855049,0.14638835
0.0001,0.254608,0.05849193,0.14639465
0.00056,0.254425,0.05835399,0.14640094
0.0006,0.254244,0.0582156,0.1464323
0.0003,0.254054,0.0581268,0.14658773
0.00031,0.253873,0.0580394,0.14738131
0.0003,0.253681,0.0579531,0.15196481
0.00031,0.253499,0.057869,0.15221462
0.00022,0.253265,0.0577929,0.15159031
0.00024,0.253089,0.0577243,0.15010092
0.00009,0.252905,0.0577101,0.14759938
0.00025,0.252679,0.0577159,0.14476821
0.00034,0.252451,0.0577377,0.12778968
0.00033,0.252262,0.057763,0.12769465
0.00034,0.252072,0.0577913,0.12721772
0.00041,0.251843,0.0578276,0.12478678
0.00035,0.251624,0.0578541,0.11614331
0.00002,0.251433,0.0578218,0.10780697
0.00027,0.251256,0.0577533,0.10048381
0.00097,0.25121,0.0575909,0.09175012
0.00075,0.251221,0.0574697,0.08777674
0.00094,0.251139,0.0573117,0.08670468
4E-05,0.250853,0.0572827,0.08929762
7E-05,0.250684,0.0572522,0.08933193
5E-05,0.250508,0.057221,0.0893664
3E-05,0.25029,0.0571897,0.09047055
0.00001,0.250108,0.057168,0.09436372
0.00031,0.249906,0.0571962,0.0972857
0.00034,0.249702,0.0572268,0.09996026
0.00041,0.249503,0.0572702,0.10471328
0.00041,0.249304,0.0573146,0.10513093
0.00047,0.249057,0.0573626,0.10492471
0.00019,0.248866,0.0573727,0.10434882
6E-05,0.248687,0.0573592,0.10368669
1E-04,0.24853,0.0573204,0.10365865
0.00044,0.248389,0.0572154,0.10363044
0.00019,0.24818,0.0571346,0.10348661
0.00027,0.247999,0.0570344,0.10267846
0.00027,0.247803,0.0569261,0.10054517
0.00074,0.247721,0.0567279,0.09773526
0.00017,0.247689,0.0566752,0.09527044
0.00022,0.247666,0.0566185,0.09299611
0.00021,0.247651,0.056561,0.08831454
9E-05,0.247589,0.0565647,0.08714659
0.00054,0.247328,0.0566259,0.08615616
0.00047,0.247128,0.0566818,0.08575012
0.00046,0.246928,0.0567399,0.08573149
0.00047,0.246728,0.0567969,0.08571296
0.00062,0.246457,0.0568712,0.08273088
0.00041,0.246234,0.0569116,0.08189809
0.00011,0.24601,0.0568695,0.0808293
0,0.245776,0.0567995,0.07989926
0.00018,0.245527,0.056679,0.07884594
0.00029,0.245208,0.0565127,0.0777356
0.00071,0.24493,0.0562632,0.07622
0.00023,0.244688,0.0561375,0.07506013
1E-05,0.24442,0.0560567,0.07381297
0.00025,0.244166,0.0560426,0.07359427
0.00013,0.24414,0.0560072,0.07329216
0,0.244129,0.0560017,0.07204258
0.00017,0.244049,0.0560184,0.06960962
0.00066,0.243748,0.0560886,0.06800882
0.0004,0.243578,0.0561287,0.06636854
0.00037,0.243408,0.0561654,0.06600341
0.00048,0.243155,0.0562039,0.06558253
0.00013,0.242945,0.0561742,0.06494095
0.00004,0.242736,0.0561237,0.06494901
0.00014,0.242527,0.0560322,0.06508959
0.00041,0.242343,0.055881,0.0650989
0.00072,0.242171,0.055656,0.06510001
0.00018,0.241997,0.0555541,0.06510118
0.0001,0.241785,0.0554609,0.06510785
0.00038,0.241622,0.0553045,0.0651453
0.00029,0.241453,0.0553241,0.06513705
0.00034,0.241283,0.0553594,0.06452083
0.00046,0.241063,0.0554087,0.06237408
0.00007,0.241034,0.0553781,0.05810867
0.0006,0.241025,0.0552139,0.05233384
0.00057,0.241013,0.0550471,0.04385915
0.00039,0.240968,0.0549215,0.04244761
0.00001,0.240752,0.0548379,0.04181545
0.00013,0.240531,0.0547184,0.04180583
0.00026,0.240368,0.0545826,0.04180315
8E-05,0.240207,0.0544952,0.04180038
3E-05,0.239985,0.054423,0.04298853
0.00028,0.239782,0.0542594,0.04377662
0.00034,0.239601,0.0542986,0.04391137
0.00036,0.239431,0.0543436,0.0434291
0.00032,0.239261,0.0543826,0.04222337
0.00029,0.239099,0.0544106,0.04055603
9E-05,0.23893,0.0543783,0.03829071
1E-04,0.238753,0.0542786,0.03449354
0.00018,0.238519,0.0541411,0.03327929
0.00058,0.238175,0.0538323,0.03314721
0.00008,0.237952,0.053733,0.03118761
0.00031,0.237748,0.053573,0.02444459
0.00026,0.237655,0.0534673,0.02093777
0.00031,0.237591,0.053354,0.01407147
0.00012,0.237572,0.0533152,0.01061195
5E-05,0.237559,0.0532984,0.00711135
0,0.237558,0.0532955,0.00356269
3E-05,0.237537,0.0532977,0
0.00015,0.237413,0.0533093,0
0,0.237233,0.0532565,0
0.00039,0.236899,0.053063,0
8E-05,0.2365,0.052949,0
0.00017,0.236272,0.052853,0
0.00016,0.236041,0.05276,0
0.00032,0.235664,0.052782,0
0.00031,0.235315,0.052813,0
0.00044,0.234979,0.052896,0
0.00039,0.234678,0.052974,0
0.0002,0.234572,0.05302,0
0.00013,0.234511,0.053054,0
0.00015,0.234449,0.053092,0
3E-05,0.234431,0.05308,0
0.00032,0.234379,0.052984,0
0.00067,0.234286,0.052774,0
0.0007,0.234187,0.052556,0
0.00045,0.234105,0.052408,0
0.0004,0.234004,0.052275,0
0.0001,0.233802,0.052216,0
0.00014,0.233605,0.052235,0
0.00045,0.233372,0.052354,0
0.00067,0.233107,0.052545,0
0.00091,0.232792,0.052816,0
0.00107,0.232421,0.05314,0
0.00025,0.232329,0.05322,0
0.00011,0.23226,0.05325,0
0.00073,0.232081,0.052977,0
0.00046,0.231994,0.052799,0
0.00032,0.231941,0.052671,0
0.00032,0.231891,0.052542,0
0.0002,0.231803,0.052447,0
2E-05,0.231658,0.052401,0
1E-04,0.231492,0.052404,0
0.00043,0.231281,0.052531,0
0.00065,0.230996,0.052747,0
0.00091,0.230603,0.053065,0
0.00095,0.23018,0.053428,0
0.00036,0.23001,0.053575,0
0.00012,0.22996,0.053625,0
0.00006,0.229929,0.053649,0
2E-05,0.229903,0.053639,0
0.0002,0.229863,0.053547,0
0.00015,0.229777,0.053459,0
0.00019,0.229471,0.053525,0
0.00036,0.229061,0.053669,0
4E-05,0.228904,0.053676,0
0.00017,0.228688,0.053755,0
0.00026,0.228346,0.053879,0
0.00022,0.228151,0.053998,0
0.00023,0.227957,0.054127,0
4E-05,0.227851,0.054149,0
0.00011,0.227778,0.054213,0
5E-05,0.227736,0.054245,0
5E-05,0.227716,0.054269,0
3E-05,0.227695,0.05429,0
0.00001,0.227684,0.054285,0
6E-05,0.227675,0.054251,0
0.00024,0.227633,0.054128,0
0.00021,0.227521,0.054022,0
0.00007,0.227322,0.054083,0
0.00017,0.227063,0.054205,0
0.00031,0.226714,0.054423,0
0.00079,0.225864,0.054975,0
0.00014,0.22562,0.05509,0
0.00015,0.225494,0.055034,0
5E-05,0.225404,0.055069,0
5E-05,0.225352,0.055105,0
0.00001,0.225342,0.055113,0
6E-05,0.22529,0.055153,0
0.00031,0.225008,0.055356,0
0.00036,0.224545,0.055616,0
0,0.224271,0.055659,0
0.00017,0.223925,0.055804,0
0.0001,0.223648,0.055897,0
8E-05,0.223358,0.055992,0.00881551
0.00012,0.223074,0.056111,0.01809817
6E-05,0.222938,0.056104,0.02802341
0.00013,0.2228,0.056058,0.04263503
0.00019,0.222719,0.055973,0.05493359
7E-05,0.222679,0.055944,0.06728841
2E-05,0.222661,0.055933,0.07941922
0.00001,0.222646,0.055929,0.09130173
3E-05,0.222614,0.055955,0.10271237
0.00019,0.222432,0.056104,0.13110101
0.00041,0.222044,0.056417,0.14205432
0.00018,0.221648,0.056621,0.15094736
5E-05,0.22129,0.056692,0.15673236
0.00011,0.220963,0.056846,0.15693671
7E-05,0.220675,0.056978,0.15714069
1E-05,0.220353,0.057079,0.20060623
6E-05,0.220049,0.05721,0.20736055
8E-05,0.219873,0.05723,0.21834226
0.0001,0.219736,0.057218,0.22598608
0.00014,0.219638,0.057174,0.23343262
0.00021,0.219555,0.057085,0.24065212
8E-05,0.219517,0.057055,0.24760633
1E-05,0.219467,0.057076,0.25427053
0.00017,0.219266,0.057248,0.26062969
0.00045,0.218701,0.057713,0.27237159
0.0001,0.218473,0.057872,0.28149738
1E-05,0.21813,0.058006,0.28173677
0.00011,0.217836,0.058058,0.28197658
5E-05,0.217296,0.058319,0.28927435
0.00011,0.216991,0.058391,0.29565419
2E-05,0.216725,0.0585,0.30057716
0.00012,0.216601,0.058488,0.30567515
0.00013,0.216489,0.05846,0.32173392
0.00012,0.216378,0.058446,0.32730931
0.00017,0.21632,0.058383,0.33418293
0.00015,0.216273,0.058315,0.33912163
3E-05,0.216265,0.058305,0.34402677
1E-05,0.216242,0.058308,0.35057302
3E-05,0.216191,0.05835,0.35699511
0.00014,0.21596,0.058544,0.36171875
0.00014,0.215664,0.058773,0.36631769
2E-05,0.215435,0.058901,0.37222967
1E-05,0.215197,0.059029,0.37788474
0.00012,0.214934,0.059102,0.38229018
0.0002,0.21464,0.059144,0.38246743
1E-04,0.21438,0.059226,0.38732701
5E-05,0.214133,0.059329,0.39091189
6E-05,0.213906,0.059412,0.39237057
7E-05,0.213688,0.059494,0.39305354
6E-05,0.21346,0.059575,0.39270022
0.00011,0.213332,0.059578,0.39141246
0.00011,0.21322,0.059571,0.37326362
4E-05,0.213161,0.059576,0.3677725
3E-05,0.213129,0.059573,0.36174484
0.00001,0.213128,0.059573,0.35531607
0,0.213126,0.059573,0.34844287
0.00001,0.213099,0.059574,0.34126597
9E-05,0.213004,0.059579,0.33452021
2E-05,0.212695,0.059732,0.3275837
0.00015,0.212385,0.059802,0.31887879
4E-05,0.212165,0.0599,0.31702447
2E-05,0.211944,0.059994,0.31681187
0.00022,0.21167,0.059994,0.31561305
0.00011,0.21142,0.060037,0.3116469
8E-05,0.211181,0.060101,0.30653372
0.0001,0.21072,0.06025,0.3021057
3E-05,0.210512,0.060373,0.30196937
0.0001,0.21036,0.060519,0.30245364
9E-05,0.210208,0.060664,0.30348456
0,0.210156,0.060686,0.31427717
0.00015,0.210079,0.060617,0.31996934
0.00028,0.209972,0.060466,0.32693276
0.00019,0.209902,0.060355,0.33530674
0.00021,0.209831,0.060244,0.34797845
0.00019,0.209749,0.060137,0.36025743
0.00016,0.209657,0.060076,0.37416366
6E-05,0.209415,0.060156,0.38978609
0,0.209103,0.06032,0.41398395
0.00014,0.208848,0.060363,0.41752095
0.00008,0.208625,0.060441,0.41772598
6E-05,0.208403,0.060519,0.41793085
3E-05,0.208196,0.060622,0.41895311
0.00008,0.208029,0.060782,0.46698475
0.0001,0.207861,0.060941,0.50063496
0,0.207674,0.061057,0.54129703
0.00047,0.207337,0.060959,0.56932643
0.00018,0.207085,0.061001,0.58115731
0.00013,0.206857,0.061062,0.58951818
0.00017,0.206729,0.06104,0.57185213
0.00021,0.206642,0.060973,0.55731185
0.00022,0.206574,0.060888,0.55270835
0.00022,0.206497,0.060806,0.55217942
0.00021,0.20641,0.060742,0.55165042
0.00017,0.206244,0.060765,0.54900217
0.00016,0.205861,0.061119,0.53558052
0.00005,0.205683,0.061275,0.50983656
0.00012,0.205508,0.061452,0.49452962
0.00009,0.205363,0.061607,0.47950144
0.00003,0.205199,0.061735,0.46468554
0.00029,0.204951,0.061758,0.43411652
0.00017,0.204734,0.06182,0.42219161
0.00013,0.204533,0.061903,0.40736107
0.00024,0.204138,0.062066,0.38224107
0.0002,0.204015,0.062055,0.3717418
0.00027,0.203899,0.062008,0.36151675
0.00021,0.20383,0.061958,0.34827009
0.00022,0.203771,0.061892,0.32290237
0.0003,0.203687,0.061809,0.32148301
0.00028,0.203601,0.061735,0.32006702
0.00011,0.203512,0.061754,0.31304554
0.00011,0.203322,0.061953,0.3009263
0.00017,0.203088,0.062217,0.2888174
6E-05,0.202994,0.062315,0.28068327
0.00001,0.202853,0.062428,0.27284806
0.00019,0.202489,0.062611,0.26375617
0.00023,0.202337,0.062628,0.25668067
0.00021,0.20214,0.062678,0.24987317
7E-05,0.201856,0.06286,0.24339661
0.0002,0.201701,0.062888,0.2356216
0.00017,0.201526,0.062949,0.21894291
